Drug_targetID,UniProt_ID,DrugBank_ID
DT11709,P31434, DB04807
DT11710,Q92947,DB03147
DT11711,Q92947, DB03245
DT11712,P0A2Y7,DB03247
DT11713,P0A2Y7, DB03350
DT11714,Q8NW68,DB03355
DT11715,P34096,DB03448
DT11716,Q8X444,DB03419
DT11717,P22749,DB03434
DT11718,P15770,DB03461
DT11719,P15770, DB04447
DT11720,P0A789,DB03459
DT11721,P24425,DB03280
DT11722,P24425, DB04485
DT11723,P03474,DB03342
DT11724,P03474, DB03475
DT11725,P03474, DB07762
DT11726,P03474, DB08570
DT11727,P02930,DB03350
DT11728,P0A721,DB03280
DT11729,P39621,DB03435
DT11730,P04547,DB01861
DT11731,P04547, DB03435
DT11732,Q9BW91,DB02379
DT11733,Q9BW91, DB04352
DT11734,P42790,DB03660
DT11735,P42790, DB03750
DT11736,P42790, DB03978
DT11737,P52197,DB04053
DT11738,Q96AZ6,DB03685
DT11739,P02920,DB04396
DT11740,P02925,DB04286
DT11741,P52687,DB04414
DT11742,P52687, DB04494
DT11743,P36946,DB04286
DT11744,P36946, DB04352
DT11745,Q72K87,DB03912
DT11746,P9WNX1,DB00951
DT11747,P9WNX1, DB04007
DT11748,P30901,DB03940
DT11749,Q02834,DB03991
DT11750,Q02834, DB04265
DT11751,Q02834, DB04465
DT11752,P01552,DB02379
DT11753,P01552, DB03721
DT11754,P0A6B1,DB03366
DT11755,Q9HTN2,DB04075
DT11756,P06612,DB01643
DT11757,P06612, DB01812
DT11758,P06612, DB04205
DT11759,P36683,DB04351
DT11760,P04377,DB04229
DT11761,P23181,DB01992
DT11762,P23181, DB03566
DT11763,P14262,DB03106
DT11764,P14262, DB03779
DT11765,P25971,DB03685
DT11766,Q9WZK0,DB03912
DT11767,P03234,DB03976
DT11768,O31440,DB04257
DT11769,P42593,DB03147
DT11770,P42593, DB03247
DT11771,P42593, DB03461
DT11772,P42593, DB03698
DT11773,P83453,DB03978
DT11774,Q5KUI3,DB03685
DT11775,P0A076,DB03945
DT11776,P37001,DB03967
DT11777,P37001, DB04147
DT11778,Q9X0N8,DB01942
DT11779,Q9X0N8, DB04272
DT11780,P51161,DB02659
DT11781,P51161, DB02691
DT11782,P51161, DB04348
DT11783,P00778,DB04237
DT11784,P00778, DB07411
DT11785,P61497,DB03147
DT11786,P61497, DB03462
DT11787,P04531,DB03661
DT11788,P04531, DB04457
DT11789,P26392,DB03723
DT11790,P32119,DB02153
DT11791,P32119, DB04048
DT11792,P32119, DB09130
DT11793,Q9WZI0,DB03685
DT11794,P9WND1,DB03592
DT11795,O32723,DB04522
DT11796,O67987,DB03793
DT11797,O67987, DB04237
DT11798,P00644,DB03654
DT11799,P00644, DB04205
DT11800,P32884,DB03721
DT11801,P32884, DB03740
DT11802,P32884, DB03991
DT11803,P32884, DB04508
DT11804,Q16881,DB01169
DT11805,Q16881, DB02338
DT11806,Q16881, DB03147
DT11807,Q16881, DB03566
DT11808,Q16881, DB04106
DT11809,Q16881, DB05428
DT11810,Q16881, DB05448
DT11811,P19079,DB03562
DT11812,Q59334,DB04560
DT11813,O32449,DB03833
DT11814,O32449, DB07391
DT11815,O32449, DB08576
DT11816,P9WP23,DB04267
DT11817,P04036,DB03363
DT11818,P04036, DB04267
DT11819,P69488,DB03975
DT11820,P42321,DB01942
DT11821,P42321, DB03790
DT11822,O34928,DB03740
DT11823,Q8XB74,DB03904
DT11824,Q04830,DB03721
DT11825,Q04830, DB04265
DT11826,P03706,DB04206
DT11827,Q06110,DB03933
DT11828,P07650,DB03462
DT11829,P0AEX9,DB02379
DT11830,P0AEX9, DB03323
DT11831,P0AEX9, DB03995
DT11832,P0AEX9, DB04530
DT11833,P0AEX9, DB08227
DT11834,P0A9J6,DB01936
DT11835,P0A9J6, DB03909
DT11836,P0A9J6, DB04444
DT11837,P0ABE7,DB02182
DT11838,P0ABE7, DB08440
DT11839,P0AET8,DB02123
DT11840,P0C0F4,DB01713
DT11841,P0C0F4, DB03041
DT11842,P0C278,DB01677
DT11843,P0C278, DB03147
DT11844,P0C278, DB03343
DT11845,P0C278, DB04734
DT11846,P0ACB2,DB02260
DT11847,P0ACB2, DB04530
DT11848,P0ACB2, DB04560
DT11849,P0AFG8,DB01987
DT11850,P0AB91,DB01819
DT11851,P0AB91, DB02726
DT11852,P0C0T5,DB01955
DT11853,P0AEK4,DB01691
DT11854,P0AEK4, DB01865
DT11855,P0AEK4, DB02379
DT11856,P0AEK4, DB03030
DT11857,P0AEK4, DB03534
DT11858,P0AEK4, DB04030
DT11859,P0AEK4, DB08265
DT11860,P0AEK4, DB08604
DT11861,P0AEK4, DB08605
DT11862,P0AF12,DB00173
DT11863,P0AF12, DB02158
DT11864,P0AF12, DB02281
DT11865,P0AF12, DB02933
DT11866,P0AF12, DB08606
DT11867,Q53ZE5,DB02262
DT11868,Q53ZE5, DB03247
DT11869,P0A9M5,DB01972
DT11870,P0A9M5, DB02134
DT11871,P0A9M5, DB02377
DT11872,P0A9M5, DB03942
DT11873,P0ABQ4,DB00440
DT11874,P0ABQ4, DB02015
DT11875,P0ABQ4, DB02363
DT11876,P0ABQ4, DB03461
DT11877,P0ABQ4, DB07262
DT11878,P0ABQ4, DB12769
DT11879,P0ABP8,DB02066
DT11880,P0ABP8, DB02113
DT11881,P0ABP8, DB02896
DT11882,P0ABP8, DB02934
DT11883,P0ABP8, DB02947
DT11884,P0ABP8, DB03172
DT11885,P0ABP8, DB03528
DT11886,P0ABP8, DB03735
DT11887,P0ABP8, DB03952
DT11888,P0ABP8, DB03986
DT11889,P0ABP8, DB04198
DT11890,P0ABP8, DB04335
DT11891,P0ABP8, DB04441
DT11892,P0AE18,DB02088
DT11893,P0AE18, DB02151
DT11894,P0AE18, DB02909
DT11895,P0AE18, DB03799
DT11896,P0AE18, DB04015
DT11897,P0AE18, DB07304
DT11898,P0AE18, DB07305
DT11899,P0AE18, DB07308
DT11900,P0AE18, DB07407
DT11901,P0AE18, DB07408
DT11902,P0AE18, DB07591
DT11903,P0AE18, DB07758
DT11904,P0AE18, DB07759
DT11905,P0AE18, DB08451
DT11906,P0AE18, DB08666
DT11907,P0AE18, DB08667
DT11908,P0AE18, DB08668
DT11909,P0AE18, DB08669
DT11910,P0AE18, DB08670
DT11911,P0AE18, DB08671
DT11912,P0AE18, DB08718
DT11913,P0AE18, DB08757
DT11914,P0AE18, DB08758
DT11915,P0ACJ8,DB02527
DT11916,P0ADA1,DB02364
DT11917,P0ADA1, DB03366
DT11918,P0ADA1, DB04519
DT11919,P0AD63,DB01606
DT11920,P0AD63, DB02579
DT11921,P0AD63, DB03057
DT11922,P0AD63, DB03445
DT11923,P0AD63, DB03472
DT11924,P0AD63, DB03834
DT11925,P0AD63, DB03970
DT11926,P0AD63, DB09060
DT11927,P0AD63, DB12377
DT11928,P0AB80,DB01813
DT11929,P0AB80, DB03553
DT11930,P0AB80, DB03993
DT11931,P0AB80, DB04063
DT11932,P0C2S2,DB02379
DT11933,P0AE22,DB02594
DT11934,P0AGC3,DB02595
DT11935,P0ABQ0,DB02431
DT11936,P0ABQ0, DB03403
DT11937,P0AB71,DB03026
DT11938,P0AG82,DB02799
DT11939,P0AG82, DB02831
DT11940,P0AE67,DB02461
DT11941,P0AE67, DB03487
DT11942,P0AE67, DB04156
DT11943,P0C0J0,DB02766
DT11944,P0ACC7,DB01992
DT11945,P0ACC7, DB03397
DT11946,P0ACC7, DB03814
DT11947,P0AE12,DB03464
DT11948,P0ABK9,DB03317
DT11949,P0A9Z7,DB03472
DT11950,P0A9Z7, DB09060
DT11951,P0ABA0,DB03091
DT11952,P0AGJ9,DB01758
DT11953,P0AGJ9, DB03325
DT11954,P0AFK9,DB03566
DT11955,P0AB87,DB03026
DT11956,P0AB87, DB04326
DT11957,P0AA43,DB03419
DT11958,P0AA43, DB03685
DT11959,P0ABF6,DB03068
DT11960,P0ABF6, DB04385
DT11961,P0AES2,DB03212
DT11962,P0AES2, DB03237
DT11963,P0AES2, DB03603
DT11964,P0AES2, DB03734
DT11965,P0AGG2,DB04147
DT11966,P0A9E0,DB03142
DT11967,P0A9E0, DB04062
DT11968,P0AGE0,DB04243
DT11969,P0A921,DB03692
DT11970,P0AG16,DB01972
DT11971,P0AG16, DB03942
DT11972,P0AG16, DB04296
DT11973,P0A910,DB04233
DT11974,P0AFM2,DB04284
DT11975,P0AFM2, DB04455
DT11976,P0C0H6,DB04566
DT11977,P0C0H6, DB04862
DT11978,P0A917,DB04233
DT11979,P0AB77,DB03915
DT11980,P03366,DB01732
DT11981,P03366, DB01824
DT11982,P03366, DB01887
DT11983,P03366, DB01891
DT11984,P03366, DB02009
DT11985,P03366, DB02033
DT11986,P03366, DB02629
DT11987,P03366, DB02683
DT11988,P03366, DB02704
DT11989,P03366, DB02768
DT11990,P03366, DB02785
DT11991,P03366, DB02972
DT11992,P03366, DB03076
DT11993,P03366, DB03141
DT11994,P03366, DB03803
DT11995,P03366, DB03908
DT11996,P03366, DB04042
DT11997,P03366, DB04190
DT11998,P03366, DB04255
DT11999,P03366, DB04547
DT12000,P03366, DB05398
DT12001,P03366, DB05871
DT12002,P03366, DB06414
DT12003,P03366, DB06874
DT12004,P03366, DB07018
DT12005,P03366, DB07035
DT12006,P03366, DB07327
DT12007,P03366, DB07332
DT12008,P03366, DB07337
DT12009,P03366, DB07343
DT12010,P03366, DB07451
DT12011,P03366, DB07578
DT12012,P03366, DB07806
DT12013,P03366, DB07885
DT12014,P03366, DB07961
DT12015,P03366, DB08034
DT12016,P03366, DB08212
DT12017,P03366, DB08281
DT12018,P03366, DB08282
DT12019,P03366, DB08284
DT12020,P03366, DB08372
DT12021,P03366, DB08414
DT12022,P03366, DB08428
DT12023,P03366, DB08457
DT12024,P03366, DB08598
DT12025,P03366, DB08600
DT12026,P03366, DB08639
DT12027,P0ACC1,DB01752
DT12028,P0A9S1,DB02059
DT12029,P0AB74,DB03026
DT12030,P0A9B2,DB02263
DT12031,P0A9B2, DB03814
DT12032,P0AEE5,DB02379
DT12033,P0C2S5,DB02379
DT12034,Q54331,DB02379
DT12035,Q54331, DB02467
DT12036,Q54331, DB04282
DT12037,P0A927,DB02745
DT12038,P0A927, DB04485
DT12039,P0A9D2,DB03003
DT12040,P0AEB2,DB00274
DT12041,P0AEB2, DB01147
DT12042,P0AEB2, DB01329
DT12043,P0AEB2, DB01331
DT12044,P0AEB2, DB04647
DT12045,P0AEZ1,DB03147
DT12046,P0AFI7,DB03247
DT12047,P0AFI7, DB03345
DT12048,P0A9P4,DB03147
DT12049,P0AEK2,DB03461
DT12050,P0C188,DB03461
DT12051,Q9LAK3,DB03403
DT12052,P0AEG6,DB03814
DT12053,P0AF93,DB03544
DT12054,P0AC38,DB02379
DT12055,P0AEJ4,DB04395
DT12056,P0A9M2,DB04566
DT12057,Q99250,DB00193
DT12058,Q99250, DB00252
DT12059,Q99250, DB00818
DT12060,Q99250, DB00909
DT12061,Q99250, DB05232
DT12062,Q99250, DB13520
DT12063,Q99250, DB13908
DT12064,Q9NY46,DB00252
DT12065,Q9NY46, DB00909
DT12066,Q9NY46, DB05232
DT12067,Q9NY46, DB06218
DT12068,P35499,DB00281
DT12069,P35499, DB00818
DT12070,P35499, DB00909
DT12071,P35499, DB01195
DT12072,P35499, DB13154
DT12073,Q9UQD0,DB00252
DT12074,Q9UQD0, DB05232
DT12075,O00408,DB02315
DT12076,O00408, DB05142
DT12077,O00408, DB06246
DT12078,O00408, DB07954
DT12079,O00408, DB08811
DT12080,P0C0X1,DB00250
DT12081,P0C0X2,DB00250
DT12082,P62508,DB00197
DT12083,P62508, DB00255
DT12084,P62508, DB00675
DT12085,P62508, DB02659
DT12086,P62508, DB04468
DT12087,P62508, DB06884
DT12088,P62508, DB06902
DT12089,P62508, DB06973
DT12090,P62508, DB07485
DT12091,P62508, DB13952
DT12092,P62508, DB13953
DT12093,P62508, DB13954
DT12094,P62508, DB13955
DT12095,P62508, DB13956
DT12096,P21964,DB00118
DT12097,P21964, DB00323
DT12098,P21964, DB00494
DT12099,P21964, DB02105
DT12100,P21964, DB02342
DT12101,P21964, DB03336
DT12102,P21964, DB03907
DT12103,P21964, DB04820
DT12104,P21964, DB07462
DT12105,P21964, DB08049
DT12106,P21964, DB11632
DT12107,P11511,DB00184
DT12108,P11511, DB00357
DT12109,P11511, DB00655
DT12110,P11511, DB00894
DT12111,P11511, DB00990
DT12112,P11511, DB01006
DT12113,P11511, DB01217
DT12114,P11511, DB02342
DT12115,P11511, DB03467
DT12116,P11511, DB04539
DT12117,P11511, DB05749
DT12118,P11511, DB16236
DT12119,P02675,DB04919
DT12120,P02675, DB11300
DT12121,P02675, DB11311
DT12122,P02675, DB11571
DT12123,P02675, DB11572
DT12124,P02675, DB13151
DT12125,P02679,DB00009
DT12126,P02679, DB11300
DT12127,P02679, DB11571
DT12128,P02679, DB11572
DT12129,P00736,DB00110
DT12130,P00736, DB00111
DT12131,P00736, DB01593
DT12132,P00736, DB06404
DT12133,P00736, DB09228
DT12134,P00736, DB14487
DT12135,P00736, DB14533
DT12136,P00736, DB14548
DT12137,P02745,DB00002
DT12138,P02745, DB00110
DT12139,P02745, DB00111
DT12140,P02745, DB00112
DT12141,P02746,DB00002
DT12142,P02746, DB00110
DT12143,P02746, DB00111
DT12144,P02746, DB00112
DT12145,P02746, DB01593
DT12146,P02746, DB14487
DT12147,P02746, DB14533
DT12148,P02746, DB14548
DT12149,P02747,DB00002
DT12150,P02747, DB00110
DT12151,P02747, DB00111
DT12152,P02747, DB00112
DT12153,P02747, DB01593
DT12154,P02747, DB09130
DT12155,P02747, DB14487
DT12156,P02747, DB14533
DT12157,P02747, DB14548
DT12158,P08637,DB00002
DT12159,P08637, DB00005
DT12160,P08637, DB00028
DT12161,P08637, DB00056
DT12162,P08637, DB00087
DT12163,P08637, DB00092
DT12164,P08637, DB00110
DT12165,P08637, DB00111
DT12166,P08637, DB00112
DT12167,P08637, DB06607
DT12168,P08637, DB11767
DT12169,P08637, DB12023
DT12170,P08637, DB16695
DT12171,P12318,DB00002
DT12172,P12318, DB00005
DT12173,P12318, DB00028
DT12174,P12318, DB00054
DT12175,P12318, DB00087
DT12176,P12318, DB00111
DT12177,P12318, DB00112
DT12178,P12318, DB06607
DT12179,P12318, DB11767
DT12180,P31994,DB00005
DT12181,P31994, DB00028
DT12182,P31994, DB00054
DT12183,P31994, DB00081
DT12184,P31994, DB00087
DT12185,P31994, DB00098
DT12186,P31994, DB00110
DT12187,P31994, DB00111
DT12188,P31994, DB00112
DT12189,P31994, DB11767
DT12190,P31995,DB00005
DT12191,P31995, DB00028
DT12192,P31995, DB00087
DT12193,P31995, DB00111
DT12194,P31995, DB00112
DT12195,P68133,DB02621
DT12196,P68133, DB02772
DT12197,P68133, DB03021
DT12198,P68133, DB03616
DT12199,P68133, DB03850
DT12200,P68133, DB03903
DT12201,P68133, DB04151
DT12202,P68133, DB04395
DT12203,P68133, DB04629
DT12204,P68133, DB04774
DT12205,P68133, DB04775
DT12206,P68133, DB04783
DT12207,P68133, DB08080
DT12208,P31785,DB00004
DT12209,P31785, DB00041
DT12210,P31785, DB05943
DT12211,O15230,DB06245
DT12212,P05452,DB00031
DT12213,P05452, DB06245
DT12214,P05452, DB09130
DT12215,P05787,DB00031
DT12216,P05787, DB06245
DT12217,P05787, DB09130
DT12218,P07942,DB06245
DT12219,P11047,DB06245
DT12220,P25391,DB06245
DT12221,P27797,DB00025
DT12222,P27797, DB00031
DT12223,P27797, DB01065
DT12224,P27797, DB06245
DT12225,P27797, DB09130
DT12226,P27797, DB11093
DT12227,P27797, DB11348
DT12228,P27797, DB13998
DT12229,P27797, DB13999
DT12230,P27797, DB14481
DT12231,Q07954,DB00025
DT12232,Q07954, DB00031
DT12233,Q07954, DB00100
DT12234,Q07954, DB06245
DT12235,Q07954, DB13133
DT12236,Q07954, DB13152
DT12237,Q07954, DB13998
DT12238,Q07954, DB13999
DT12239,Q16787,DB06245
DT12240,P05154,DB00013
DT12241,P05154, DB00055
DT12242,P05154, DB05413
DT12243,P05154, DB05961
DT12244,P14543,DB00013
DT12245,P13727,DB00020
DT12246,P13727, DB06752
DT12247,P32927,DB00020
DT12248,P32927, DB05264
DT12249,P32927, DB05943
DT12250,P34741,DB00020
DT12251,O14832,DB00025
DT12252,O14832, DB00126
DT12253,O14832, DB13998
DT12254,O14832, DB13999
DT12255,P07307,DB00025
DT12256,P07307, DB13998
DT12257,P07307, DB13999
DT12258,P49257,DB00025
DT12259,P49257, DB13998
DT12260,P49257, DB13999
DT12261,Q8NI22,DB00025
DT12262,Q8NI22, DB13998
DT12263,Q8NI22, DB13999
DT12264,Q16270,DB00030
DT12265,P05981,DB00522
DT12266,P05981, DB03297
DT12267,P05981, DB03643
DT12268,P05981, DB03865
DT12269,P02461,DB00048
DT12270,P11362,DB00039
DT12271,P11362, DB00398
DT12272,P11362, DB01109
DT12273,P11362, DB02058
DT12274,P11362, DB05014
DT12275,P11362, DB07525
DT12276,P11362, DB07840
DT12277,P11362, DB08577
DT12278,P11362, DB08896
DT12279,P11362, DB08901
DT12280,P11362, DB09078
DT12281,P11362, DB09079
DT12282,P11362, DB11800
DT12283,P11362, DB11886
DT12284,P11362, DB12010
DT12285,P11362, DB12147
DT12286,P11362, DB15102
DT12287,P11362, DB15149
DT12288,P11362, DB15685
DT12289,P11362, DB15822
DT12290,P22607,DB05014
DT12291,P22607, DB06589
DT12292,P22607, DB08901
DT12293,P22607, DB09078
DT12294,P22607, DB09079
DT12295,P22607, DB11886
DT12296,P22607, DB12010
DT12297,P22607, DB12147
DT12298,P22607, DB15102
DT12299,P22607, DB15149
DT12300,P22607, DB15685
DT12301,O95838,DB00040
DT12302,O95838, DB08900
DT12303,P07711,DB03661
DT12304,P07711, DB07477
DT12305,P07711, DB12010
DT12306,P23763,DB00042
DT12307,P63027,DB00042
DT12308,Q8N9I0,DB00042
DT12309,Q01362,DB00043
DT12310,P02458,DB00048
DT12311,P35237,DB00055
DT12312,Q96LZ3,DB00091
DT12313,Q96LZ3, DB11693
DT12314,P09486,DB11093
DT12315,P09486, DB11348
DT12316,P09486, DB14481
DT12317,P35346,DB04894
DT12318,P35346, DB06663
DT12319,P35346, DB06791
DT12320,P35346, DB09099
DT12321,P35346, DB13985
DT12322,P35346, DB15494
DT12323,P48147,DB01684
DT12324,P48147, DB03382
DT12325,P48147, DB03535
DT12326,P48147, DB03864
DT12327,P48147, DB07148
DT12328,P48147, DB08738
DT12329,P48147, DB08739
DT12330,O94903,DB00114
DT12331,O94903, DB00172
DT12332,P11216,DB00114
DT12333,P11216, DB03496
DT12334,P20711,DB00114
DT12335,P20711, DB00190
DT12336,P20711, DB00968
DT12337,P20711, DB12783
DT12338,Q2TU84,DB00114
DT12339,Q2TU84, DB00142
DT12340,Q53ET4,DB00114
DT12341,Q53ET4, DB00116
DT12342,Q53ET4, DB00145
DT12343,Q59FK2,DB00114
DT12344,Q59GM9,DB00114
DT12345,Q5JAM2,DB00114
DT12346,Q5VZ30,DB00114
DT12347,Q6IBS8,DB00114
DT12348,Q6YP21,DB00114
DT12349,Q6ZQY3,DB00114
DT12350,Q8IUZ5,DB00114
DT12351,Q8IUZ5, DB00160
DT12352,Q8IVA8,DB00114
DT12353,Q8TD30,DB00114
DT12354,Q8TD30, DB00142
DT12355,Q8TD30, DB00160
DT12356,Q8TD30, DB00780
DT12357,Q96EN8,DB00114
DT12358,Q96GA7,DB00114
DT12359,Q9BXA1,DB00114
DT12360,Q9HD40,DB00114
DT12361,Q9NUV7,DB00114
DT12362,Q9UGI5,DB00114
DT12363,Q9UGI5, DB00780
DT12364,Q9UJX1,DB00114
DT12365,Q9Y4U1,DB00115
DT12366,Q9Y4U1, DB00200
DT12367,P42898,DB00115
DT12368,P42898, DB00116
DT12369,Q96DP5,DB00116
DT12370,O14939,DB00122
DT12371,O14939, DB14006
DT12372,P06276,DB00122
DT12373,P06276, DB00382
DT12374,P06276, DB00449
DT12375,P06276, DB00545
DT12376,P06276, DB00674
DT12377,P06276, DB00677
DT12378,P06276, DB00733
DT12379,P06276, DB00772
DT12380,P06276, DB00843
DT12381,P06276, DB00941
DT12382,P06276, DB00944
DT12383,P06276, DB00989
DT12384,P06276, DB01010
DT12385,P06276, DB01057
DT12386,P06276, DB01221
DT12387,P06276, DB01226
DT12388,P06276, DB01408
DT12389,P06276, DB02811
DT12390,P06276, DB02845
DT12391,P06276, DB03568
DT12392,P06276, DB03672
DT12393,P06276, DB03814
DT12394,P06276, DB03822
DT12395,P06276, DB04250
DT12396,P06276, DB04892
DT12397,P06276, DB07681
DT12398,P06276, DB07940
DT12399,P06276, DB08200
DT12400,P06276, DB08201
DT12401,P06276, DB08658
DT12402,P06276, DB11397
DT12403,P06276, DB14006
DT12404,Q13393,DB00122
DT12405,Q13393, DB05301
DT12406,Q13393, DB14006
DT12407,Q8TCT1,DB00122
DT12408,P09210,DB00143
DT12409,P09210, DB00608
DT12410,O00469,DB00126
DT12411,P19971,DB09343
DT12412,O00519,DB00599
DT12413,O00519, DB02465
DT12414,O00519, DB06894
DT12415,O00519, DB08385
DT12416,O00519, DB08400
DT12417,O00519, DB12010
DT12418,O00519, DB14009
DT12419,O00519, DB14011
DT12420,O60568,DB00126
DT12421,P27338,DB00182
DT12422,P27338, DB00191
DT12423,P27338, DB00752
DT12424,P27338, DB00780
DT12425,P27338, DB00909
DT12426,P27338, DB01037
DT12427,P27338, DB01132
DT12428,P27338, DB01171
DT12429,P27338, DB01247
DT12430,P27338, DB01363
DT12431,P27338, DB01367
DT12432,P27338, DB01442
DT12433,P27338, DB01472
DT12434,P27338, DB01577
DT12435,P27338, DB01626
DT12436,P27338, DB02095
DT12437,P27338, DB02211
DT12438,P27338, DB02509
DT12439,P27338, DB02643
DT12440,P27338, DB03147
DT12441,P27338, DB03894
DT12442,P27338, DB04147
DT12443,P27338, DB04307
DT12444,P27338, DB04677
DT12445,P27338, DB04820
DT12446,P27338, DB04821
DT12447,P27338, DB04832
DT12448,P27338, DB06654
DT12449,P27338, DB07512
DT12450,P27338, DB07513
DT12451,P27338, DB08082
DT12452,P27338, DB08176
DT12453,P27338, DB08480
DT12454,P27338, DB08516
DT12455,P27338, DB09185
DT12456,P27338, DB14914
DT12457,P27338, DB16446
DT12458,O75936,DB00126
DT12459,P21397,DB00191
DT12460,P21397, DB00752
DT12461,P21397, DB00780
DT12462,P21397, DB00805
DT12463,P21397, DB00909
DT12464,P21397, DB01037
DT12465,P21397, DB01171
DT12466,P21397, DB01247
DT12467,P21397, DB01363
DT12468,P21397, DB01381
DT12469,P21397, DB01442
DT12470,P21397, DB01472
DT12471,P21397, DB01577
DT12472,P21397, DB01626
DT12473,P21397, DB03147
DT12474,P21397, DB04017
DT12475,P21397, DB04820
DT12476,P21397, DB04821
DT12477,P21397, DB04832
DT12478,P21397, DB04850
DT12479,P21397, DB05205
DT12480,P21397, DB07641
DT12481,P21397, DB07919
DT12482,P21397, DB09185
DT12483,P21397, DB09244
DT12484,P21397, DB09245
DT12485,P21397, DB13876
DT12486,P21397, DB14914
DT12487,O14735,DB03106
DT12488,P19021,DB00126
DT12489,P19021, DB02598
DT12490,P19021, DB04150
DT12491,Q9HBH1,DB04310
DT12492,Q9HBH1, DB04368
DT12493,Q32P28,DB00126
DT12494,Q32P28, DB00172
DT12495,Q6N063,DB00126
DT12496,P47989,DB00437
DT12497,P47989, DB00583
DT12498,P47989, DB01685
DT12499,P47989, DB03147
DT12500,P47989, DB03328
DT12501,P47989, DB03516
DT12502,P47989, DB03841
DT12503,P47989, DB04854
DT12504,P47989, DB05262
DT12505,Q6NS38,DB00126
DT12506,Q8IVL5,DB00126
DT12507,Q8IVL5, DB00172
DT12508,P50750,DB03496
DT12509,P50750, DB06195
DT12510,P50750, DB15442
DT12511,P50750, DB16656
DT12512,Q8IVL6,DB00126
DT12513,Q8IVL6, DB00172
DT12514,Q8N543,DB00126
DT12515,Q96KS0,DB00126
DT12516,Q96KS0, DB04847
DT12517,Q96KS0, DB11682
DT12518,Q96KS0, DB12255
DT12519,Q00534,DB03496
DT12520,Q00534, DB07379
DT12521,Q00534, DB07795
DT12522,Q00534, DB09073
DT12523,Q00534, DB11730
DT12524,Q00534, DB12001
DT12525,Q00534, DB15442
DT12526,Q96Q83,DB00126
DT12527,P00813,DB00552
DT12528,P00813, DB00975
DT12529,P00813, DB02096
DT12530,P00813, DB02472
DT12531,P00813, DB02616
DT12532,P00813, DB02830
DT12533,P00813, DB03015
DT12534,P00813, DB03220
DT12535,P00813, DB03370
DT12536,P00813, DB03572
DT12537,P00813, DB04218
DT12538,P00813, DB04440
DT12539,P00813, DB07711
DT12540,P00813, DB07783
DT12541,P00813, DB07785
DT12542,P00813, DB07786
DT12543,Q9BY66,DB00126
DT12544,P11802,DB02733
DT12545,P11802, DB03496
DT12546,P11802, DB09073
DT12547,P11802, DB11730
DT12548,P11802, DB12001
DT12549,P11802, DB12010
DT12550,P11802, DB15442
DT12551,Q9GZT9,DB00126
DT12552,Q9GZT9, DB01592
DT12553,Q9GZT9, DB04847
DT12554,Q9GZT9, DB07112
DT12555,Q9GZT9, DB08687
DT12556,Q9GZT9, DB11682
DT12557,Q9GZT9, DB12255
DT12558,Q9GZT9, DB14488
DT12559,Q9GZT9, DB14489
DT12560,Q9GZT9, DB14490
DT12561,Q9GZT9, DB14491
DT12562,Q9GZT9, DB14501
DT12563,P48544,DB00898
DT12564,P48544, DB08954
DT12565,Q9H6Z9,DB00126
DT12566,Q9H6Z9, DB04847
DT12567,Q9H6Z9, DB11682
DT12568,Q9H6Z9, DB12255
DT12569,Q9NVH6,DB00126
DT12570,P21452,DB06660
DT12571,Q9NXG6,DB00126
DT12572,P49336,DB03496
DT12573,P22234,DB00128
DT12574,Q00975,DB00381
DT12575,Q00975, DB00661
DT12576,Q00975, DB01202
DT12577,Q00975, DB05885
DT12578,Q00975, DB05950
DT12579,Q00975, DB06283
DT12580,Q00975, DB08838
DT12581,Q00975, DB09231
DT12582,Q00975, DB09232
DT12583,P27708,DB03459
DT12584,P30520,DB00128
DT12585,P30520, DB05540
DT12586,Q6PI48,DB00128
DT12587,Q7L266,DB00128
DT12588,Q7L266, DB00174
DT12589,Q8N142,DB02109
DT12590,Q8N142, DB03510
DT12591,Q8N142, DB04137
DT12592,Q8N142, DB04315
DT12593,Q8N142, DB04418
DT12594,Q8N142, DB04566
DT12595,Q8N142, DB05540
DT12596,O15067,DB00142
DT12597,P15104,DB00130
DT12598,P15104, DB00142
DT12599,Q6IA69,DB00142
DT12600,O95864,DB00132
DT12601,Q9GZR5,DB09568
DT12602,Q9H2M3,DB00134
DT12603,Q07973,DB05024
DT12604,O14521,DB00756
DT12605,O14521, DB04141
DT12606,O14521, DB08689
DT12607,O15460,DB00172
DT12608,P21912,DB04141
DT12609,P21912, DB08689
DT12610,P55809,DB02731
DT12611,Q99643,DB04141
DT12612,Q99643, DB08689
DT12613,Q9BXA5,DB00139
DT12614,O60513,DB00141
DT12615,Q9UJ70,DB00141
DT12616,Q9UK23,DB00141
DT12617,O00341,DB00142
DT12618,O14841,DB00142
DT12619,P48664,DB00142
DT12620,Q07075,DB00142
DT12621,Q5JPH6,DB00142
DT12622,Q8N159,DB00142
DT12623,Q9ULA0,DB00142
DT12624,O14880,DB00143
DT12625,P08263,DB00143
DT12626,P08263, DB01915
DT12627,P08263, DB02486
DT12628,P08263, DB02943
DT12629,P08263, DB03003
DT12630,P08263, DB03602
DT12631,P08263, DB04132
DT12632,P08263, DB13014
DT12633,P10620,DB00143
DT12634,P10620, DB03310
DT12635,P10768,DB00143
DT12636,P35754,DB00143
DT12637,P46439,DB00143
DT12638,P59796,DB00143
DT12639,Q6NSD4,DB00143
